paper,section,original_url,normalized_url,domain,extension,heuristica_1_matched,heuristica_1_score,heuristica_1_reason,heuristica_1_direct_extension,heuristica_1_candidate_dataset_links,heuristica_1_external_candidate_links_not_used,heuristica_1_page_context,heuristica_1_is_json_response,heuristica_2_matched,heuristica_2_score,heuristica_2_reason,heuristica_2_content_type,heuristica_2_content_disposition,heuristica_2_final_url,heuristica_2_final_extension,heuristica_2_signals,heuristica_3_matched,heuristica_3_score,heuristica_3_reason,heuristica_3_json_path,heuristica_3_dataset_like_url_count,heuristica_3_sample_dataset_like_urls,heuristica_3_dataset_name_count,heuristica_3_matched_dataset_name,heuristica_3_sample_dataset_names,heuristica_3_signals,heuristica_4_used,heuristica_4_matched,heuristica_4_confidence,heuristica_4_category,heuristica_4_reason,heuristica_4_evidence,heuristica_4_risk_of_false_positive,heuristica_4_signals,total_score,label,decision_reason
1812.08434v6.pdf,back,https://github.com/RexYing/diffpool,https://github.com/RexYing/diffpool,github.com,,False,0,no_relevant_dataset_download_link_found_in_page,,[],[],"{""matched"": true, ""score"": 4, ""text_context"": {""matched"": true, ""score"": 4, ""signals"": [""page_has_dataset_terms"", ""page_has_download_terms""], ""matched_terms"": [""available"", ""benchmark"", ""data set"", ""data sets"", ""features""], ""local_context_samples"": []}, ""json_context"": {""matched"": false, ""score"": 0, ""signals"": []}, ""ai_context"": {""used"": false, ""matched"": false, ""label"": """", ""score"": 0.0, ""reason"": ""disabled""}}",False,False,0,no_http_metadata_dataset_signal,text/html,,https://github.com/RexYing/diffpool,,,False,0,dataset_json_does_not_confirm_current_url,pdfs\1812.08434v6.dataset.json,0,[],7,,"[""BlogCatalog"", ""Den-\\nseGCN"", ""ImageNet"", ""ResGCN"", ""SAGPool"", ""trajectory \\npredictions"", ""trajectory predictions""]",,False,False,0.0,not_used,disabled_or_not_needed,[],,,0,not_dataset,no_heuristic_matched
1812.08434v6.pdf,back,https://github.com/snap-stanford/GraphRNN,https://github.com/snap-stanford/GraphRNN,github.com,,False,0,no_relevant_dataset_download_link_found_in_page,,[],[],"{""matched"": true, ""score"": 4, ""text_context"": {""matched"": true, ""score"": 4, ""signals"": [""page_has_dataset_terms"", ""page_has_download_terms""], ""matched_terms"": [""available"", ""dataset"", ""datasets"", ""features""], ""local_context_samples"": []}, ""json_context"": {""matched"": false, ""score"": 0, ""signals"": []}, ""ai_context"": {""used"": false, ""matched"": false, ""label"": """", ""score"": 0.0, ""reason"": ""disabled""}}",False,False,0,no_http_metadata_dataset_signal,text/html,,https://github.com/snap-stanford/GraphRNN,,,False,0,dataset_json_does_not_confirm_current_url,pdfs\1812.08434v6.dataset.json,0,[],7,,"[""BlogCatalog"", ""Den-\\nseGCN"", ""ImageNet"", ""ResGCN"", ""SAGPool"", ""trajectory \\npredictions"", ""trajectory predictions""]",,False,False,0.0,not_used,disabled_or_not_needed,[],,,0,not_dataset,no_heuristic_matched
1812.08434v6.pdf,back,https://github.com/nicola-decao/MolGAN,https://github.com/nicola-decao/MolGAN,github.com,,False,0,no_relevant_dataset_download_link_found_in_page,,[],[],"{""matched"": true, ""score"": 5, ""text_context"": {""matched"": true, ""score"": 5, ""signals"": [""page_has_dataset_terms"", ""page_has_download_terms""], ""matched_terms"": [""available"", ""dataset"", ""datasets"", ""download"", ""download the data"", ""features""], ""local_context_samples"": []}, ""json_context"": {""matched"": false, ""score"": 0, ""signals"": []}, ""ai_context"": {""used"": false, ""matched"": false, ""label"": """", ""score"": 0.0, ""reason"": ""disabled""}}",False,False,0,no_http_metadata_dataset_signal,text/html,,https://github.com/nicola-decao/MolGAN,,,False,0,dataset_json_does_not_confirm_current_url,pdfs\1812.08434v6.dataset.json,0,[],7,,"[""BlogCatalog"", ""Den-\\nseGCN"", ""ImageNet"", ""ResGCN"", ""SAGPool"", ""trajectory \\npredictions"", ""trajectory predictions""]",,False,False,0.0,not_used,disabled_or_not_needed,[],,,0,not_dataset,no_heuristic_matched
1812.08434v6.pdf,back,https://github.com/danielzuegner/netgan,https://github.com/danielzuegner/netgan,github.com,,False,0,no_relevant_dataset_download_link_found_in_page,,[],[],"{""matched"": false, ""score"": 3, ""text_context"": {""matched"": false, ""score"": 3, ""signals"": [""page_has_dataset_terms"", ""page_has_download_terms""], ""matched_terms"": [""available"", ""dataset"", ""features""], ""local_context_samples"": []}, ""json_context"": {""matched"": false, ""score"": 0, ""signals"": []}, ""ai_context"": {""used"": false, ""matched"": false, ""label"": """", ""score"": 0.0, ""reason"": ""disabled""}}",False,False,0,no_http_metadata_dataset_signal,text/html,,https://github.com/danielzuegner/netgan,,,False,0,dataset_json_does_not_confirm_current_url,pdfs\1812.08434v6.dataset.json,0,[],7,,"[""BlogCatalog"", ""Den-\\nseGCN"", ""ImageNet"", ""ResGCN"", ""SAGPool"", ""trajectory \\npredictions"", ""trajectory predictions""]",,False,False,0.0,not_used,disabled_or_not_needed,[],,,0,not_dataset,no_heuristic_matched
1812.08434v6.pdf,back,https://github.com/liyaguang/DCRNN,https://github.com/liyaguang/DCRNN,github.com,,True,10,dataset_download_link_found_and_page_has_dataset_context,,"[{""link"": ""https://github.com/liyaguang/DCRNN/blob/master/data/sensor_graph/graph_sensor_locations.csv"", ""extension"": "".csv"", ""score"": 6, ""signals"": [""strong_data_extension:.csv"", ""dataset_keywords:data""], ""matched"": true}, {""link"": ""https://github.com/liyaguang/DCRNN/blob/master/data/sensor_graph/graph_sensor_locations_bay.csv"", ""extension"": "".csv"", ""score"": 6, ""signals"": [""strong_data_extension:.csv"", ""dataset_keywords:data""], ""matched"": true}]",[],"{""matched"": true, ""score"": 5, ""text_context"": {""matched"": true, ""score"": 5, ""signals"": [""page_has_dataset_terms"", ""page_has_download_terms""], ""matched_terms"": [""available"", ""available at"", ""dataset"", ""datasets"", ""features""], ""local_context_samples"": []}, ""json_context"": {""matched"": false, ""score"": 0, ""signals"": []}, ""ai_context"": {""used"": false, ""matched"": false, ""label"": """", ""score"": 0.0, ""reason"": ""disabled""}}",False,False,0,no_http_metadata_dataset_signal,text/html,,https://github.com/liyaguang/DCRNN,,,False,0,dataset_json_does_not_confirm_current_url,pdfs\1812.08434v6.dataset.json,0,[],7,,"[""BlogCatalog"", ""Den-\\nseGCN"", ""ImageNet"", ""ResGCN"", ""SAGPool"", ""trajectory \\npredictions"", ""trajectory predictions""]",,False,False,0.0,not_used,disabled_or_not_needed,[],,,10,dataset,heuristica_1
1812.08434v6.pdf,back,https://github.com/yysijie/st-gcn,https://github.com/yysijie/st-gcn,github.com,,False,0,no_relevant_dataset_download_link_found_in_page,,[],[],"{""matched"": false, ""score"": 2, ""text_context"": {""matched"": false, ""score"": 2, ""signals"": [""page_has_dataset_terms"", ""page_has_download_terms""], ""matched_terms"": [""available"", ""features""], ""local_context_samples"": []}, ""json_context"": {""matched"": false, ""score"": 0, ""signals"": []}, ""ai_context"": {""used"": false, ""matched"": false, ""label"": """", ""score"": 0.0, ""reason"": ""disabled""}}",False,False,0,no_http_metadata_dataset_signal,text/html,,https://github.com/yysijie/st-gcn,,,False,0,dataset_json_does_not_confirm_current_url,pdfs\1812.08434v6.dataset.json,0,[],7,,"[""BlogCatalog"", ""Den-\\nseGCN"", ""ImageNet"", ""ResGCN"", ""SAGPool"", ""trajectory \\npredictions"", ""trajectory predictions""]",,False,False,0.0,not_used,disabled_or_not_needed,[],,,0,not_dataset,no_heuristic_matched
1812.08434v6.pdf,back,https://github.com/tkipf/relational-gcn,https://github.com/tkipf/relational-gcn,github.com,,False,0,no_relevant_dataset_download_link_found_in_page,,[],[],"{""matched"": false, ""score"": 3, ""text_context"": {""matched"": false, ""score"": 3, ""signals"": [""page_has_dataset_terms"", ""page_has_download_terms""], ""matched_terms"": [""available"", ""dataset"", ""features""], ""local_context_samples"": []}, ""json_context"": {""matched"": false, ""score"": 0, ""signals"": []}, ""ai_context"": {""used"": false, ""matched"": false, ""label"": """", ""score"": 0.0, ""reason"": ""disabled""}}",False,False,0,no_http_metadata_dataset_signal,text/html,,https://github.com/tkipf/relational-gcn,,,False,0,dataset_json_does_not_confirm_current_url,pdfs\1812.08434v6.dataset.json,0,[],7,,"[""BlogCatalog"", ""Den-\\nseGCN"", ""ImageNet"", ""ResGCN"", ""SAGPool"", ""trajectory \\npredictions"", ""trajectory predictions""]",,False,False,0.0,not_used,disabled_or_not_needed,[],,,0,not_dataset,no_heuristic_matched
1812.08434v6.pdf,back,https://github.com/huangwb/AS-GCN,https://github.com/huangwb/AS-GCN,github.com,,False,0,no_relevant_dataset_download_link_found_in_page,,[],[],"{""matched"": true, ""score"": 5, ""text_context"": {""matched"": true, ""score"": 5, ""signals"": [""page_has_dataset_terms"", ""page_has_download_terms""], ""matched_terms"": [""available"", ""dataset"", ""datasets"", ""download"", ""features""], ""local_context_samples"": []}, ""json_context"": {""matched"": false, ""score"": 0, ""signals"": []}, ""ai_context"": {""used"": false, ""matched"": false, ""label"": """", ""score"": 0.0, ""reason"": ""disabled""}}",False,False,0,no_http_metadata_dataset_signal,text/html,,https://github.com/huangwb/AS-GCN,,,False,0,dataset_json_does_not_confirm_current_url,pdfs\1812.08434v6.dataset.json,0,[],7,,"[""BlogCatalog"", ""Den-\\nseGCN"", ""ImageNet"", ""ResGCN"", ""SAGPool"", ""trajectory \\npredictions"", ""trajectory predictions""]",,False,False,0.0,not_used,disabled_or_not_needed,[],,,0,not_dataset,no_heuristic_matched
1812.08434v6.pdf,back,https://github.com/ZhuangCY/DGCN,https://github.com/ZhuangCY/DGCN,github.com,,False,0,no_relevant_dataset_download_link_found_in_page,,[],[],"{""matched"": true, ""score"": 4, ""text_context"": {""matched"": true, ""score"": 4, ""signals"": [""page_has_dataset_terms"", ""page_has_download_terms""], ""matched_terms"": [""available"", ""dataset"", ""datasets"", ""features""], ""local_context_samples"": []}, ""json_context"": {""matched"": false, ""score"": 0, ""signals"": []}, ""ai_context"": {""used"": false, ""matched"": false, ""label"": """", ""score"": 0.0, ""reason"": ""disabled""}}",False,False,0,no_http_metadata_dataset_signal,text/html,,https://github.com/ZhuangCY/DGCN,,,False,0,dataset_json_does_not_confirm_current_url,pdfs\1812.08434v6.dataset.json,0,[],7,,"[""BlogCatalog"", ""Den-\\nseGCN"", ""ImageNet"", ""ResGCN"", ""SAGPool"", ""trajectory \\npredictions"", ""trajectory predictions""]",,False,False,0.0,not_used,disabled_or_not_needed,[],,,0,not_dataset,no_heuristic_matched
1812.08434v6.pdf,back,https://github.com/jennyzhang0215/GaAN,https://github.com/jennyzhang0215/GaAN,github.com,,False,0,no_relevant_dataset_download_link_found_in_page,,[],[],"{""matched"": true, ""score"": 5, ""text_context"": {""matched"": true, ""score"": 5, ""signals"": [""page_has_dataset_terms"", ""page_has_download_terms""], ""matched_terms"": [""available"", ""dataset"", ""datasets"", ""download"", ""download data"", ""download dataset"", ""download the data"", ""features""], ""local_context_samples"": []}, ""json_context"": {""matched"": false, ""score"": 0, ""signals"": []}, ""ai_context"": {""used"": false, ""matched"": false, ""label"": """", ""score"": 0.0, ""reason"": ""disabled""}}",False,False,0,no_http_metadata_dataset_signal,text/html,,https://github.com/jennyzhang0215/GaAN,,,False,0,dataset_json_does_not_confirm_current_url,pdfs\1812.08434v6.dataset.json,0,[],7,,"[""BlogCatalog"", ""Den-\\nseGCN"", ""ImageNet"", ""ResGCN"", ""SAGPool"", ""trajectory \\npredictions"", ""trajectory predictions""]",,False,False,0.0,not_used,disabled_or_not_needed,[],,,0,not_dataset,no_heuristic_matched
1812.08434v6.pdf,back,https://github.com/PetarV-/DGI,https://github.com/PetarV-/DGI,github.com,,False,0,no_relevant_dataset_download_link_found_in_page,,[],[],"{""matched"": false, ""score"": 3, ""text_context"": {""matched"": false, ""score"": 3, ""signals"": [""page_has_dataset_terms"", ""page_has_download_terms""], ""matched_terms"": [""available"", ""dataset"", ""features""], ""local_context_samples"": []}, ""json_context"": {""matched"": false, ""score"": 0, ""signals"": []}, ""ai_context"": {""used"": false, ""matched"": false, ""label"": """", ""score"": 0.0, ""reason"": ""disabled""}}",False,False,0,no_http_metadata_dataset_signal,text/html,,https://github.com/PetarV-/DGI,,,False,0,dataset_json_does_not_confirm_current_url,pdfs\1812.08434v6.dataset.json,0,[],7,,"[""BlogCatalog"", ""Den-\\nseGCN"", ""ImageNet"", ""ResGCN"", ""SAGPool"", ""trajectory \\npredictions"", ""trajectory predictions""]",,False,False,0.0,not_used,disabled_or_not_needed,[],,,0,not_dataset,no_heuristic_matched
1812.08434v6.pdf,back,https://github.com/nnzhan/Graph-WaveNet,https://github.com/nnzhan/Graph-WaveNet,github.com,,False,0,no_relevant_dataset_download_link_found_in_page,,[],[],"{""matched"": false, ""score"": 3, ""text_context"": {""matched"": false, ""score"": 3, ""signals"": [""page_has_dataset_terms"", ""page_has_download_terms""], ""matched_terms"": [""available"", ""download"", ""features""], ""local_context_samples"": []}, ""json_context"": {""matched"": false, ""score"": 0, ""signals"": []}, ""ai_context"": {""used"": false, ""matched"": false, ""label"": """", ""score"": 0.0, ""reason"": ""disabled""}}",False,False,0,no_http_metadata_dataset_signal,text/html,,https://github.com/nnzhan/Graph-WaveNet,,,False,0,dataset_json_does_not_confirm_current_url,pdfs\1812.08434v6.dataset.json,0,[],7,,"[""BlogCatalog"", ""Den-\\nseGCN"", ""ImageNet"", ""ResGCN"", ""SAGPool"", ""trajectory \\npredictions"", ""trajectory predictions""]",,False,False,0.0,not_used,disabled_or_not_needed,[],,,0,not_dataset,no_heuristic_matched
1812.08434v6.pdf,back,https://github.com/Jhy1993/HAN,https://github.com/Jhy1993/HAN,github.com,,False,0,no_relevant_dataset_download_link_found_in_page,,[],[],"{""matched"": true, ""score"": 5, ""text_context"": {""matched"": true, ""score"": 5, ""signals"": [""page_has_dataset_terms"", ""page_has_download_terms""], ""matched_terms"": [""available"", ""dataset"", ""datasets"", ""download"", ""features"", ""labels""], ""local_context_samples"": []}, ""json_context"": {""matched"": false, ""score"": 0, ""signals"": []}, ""ai_context"": {""used"": false, ""matched"": false, ""label"": """", ""score"": 0.0, ""reason"": ""disabled""}}",False,False,0,no_http_metadata_dataset_signal,text/html,,https://github.com/Jhy1993/HAN,,,False,0,dataset_json_does_not_confirm_current_url,pdfs\1812.08434v6.dataset.json,0,[],7,,"[""BlogCatalog"", ""Den-\\nseGCN"", ""ImageNet"", ""ResGCN"", ""SAGPool"", ""trajectory \\npredictions"", ""trajectory predictions""]",,False,False,0.0,not_used,disabled_or_not_needed,[],,,0,not_dataset,no_heuristic_matched
1812.08434v6.pdf,back,https://github.com/thunlp/gnnpapers,https://github.com/thunlp/gnnpapers,github.com,,False,0,no_relevant_dataset_download_link_found_in_page,,[],[],"{""matched"": true, ""score"": 4, ""text_context"": {""matched"": true, ""score"": 4, ""signals"": [""page_has_dataset_terms"", ""page_has_download_terms""], ""matched_terms"": [""annotation"", ""available"", ""benchmark"", ""database"", ""dataset"", ""features"", ""labels"", ""records""], ""local_context_samples"": []}, ""json_context"": {""matched"": false, ""score"": 0, ""signals"": []}, ""ai_context"": {""used"": false, ""matched"": false, ""label"": """", ""score"": 0.0, ""reason"": ""disabled""}}",False,False,0,no_http_metadata_dataset_signal,text/html,,https://github.com/thunlp/gnnpapers,,,False,0,dataset_json_does_not_confirm_current_url,pdfs\1812.08434v6.dataset.json,0,[],7,,"[""BlogCatalog"", ""Den-\\nseGCN"", ""ImageNet"", ""ResGCN"", ""SAGPool"", ""trajectory \\npredictions"", ""trajectory predictions""]",,False,False,0.0,not_used,disabled_or_not_needed,[],,,0,not_dataset,no_heuristic_matched
1907.07374v5.pdf,target,http://www.heatmapping.org/slides/2018WCCI.pdf,http://heatmapping.org/slides/2018WCCI.pdf,heatmapping.org,.pdf,False,0,no_relevant_dataset_download_link_found_in_page,.pdf,[],[],"{""matched"": false, ""score"": 0, ""text_context"": {""matched"": false, ""score"": 0, ""signals"": [], ""matched_terms"": [], ""local_context_samples"": []}, ""json_context"": {""matched"": false, ""score"": 0, ""signals"": []}, ""ai_context"": {""used"": false, ""matched"": false, ""label"": """", ""score"": 0.0, ""reason"": ""disabled""}}",False,False,0,no_http_metadata_dataset_signal,text/html,,http://heatmapping.org/slides/2018WCCI.pdf,.pdf,has_content_length,False,0,dataset_json_does_not_confirm_current_url,pdfs\1907.07374v5.dataset.json,0,[],11,,"[""ACHINE LEARNING"", ""Alzheimers \\ndisease and"", ""Alzheimers disease and"", ""Asymptomatic Carotid Stenosis and Risk of Stroke (ACSRS) dataset"", ""Asymptomatic Carotid \\nStenosis and Risk of Stroke (ACSRS) dataset"", ""AudioMNIST"", ""DBN (Deep Belief Network"", ""GoogLeNet"", ""feature relevance scores"", ""schizophrenia dataset"", ""training images""]",,False,False,0.0,not_used,disabled_or_not_needed,[],,,0,not_dataset,no_heuristic_matched
1907.07374v5.pdf,target,http://iphome.hhi.de/samek/pdf/MonICML16.pdf,http://iphome.hhi.de/samek/pdf/MonICML16.pdf,iphome.hhi.de,.pdf,False,0,page_download_error,.pdf,[],[],{},,False,0,no_http_metadata_dataset_signal,application/pdf,,https://iphome.hhi.de/samek/pdf/MonICML16.pdf,.pdf,has_content_length,False,0,dataset_json_does_not_confirm_current_url,pdfs\1907.07374v5.dataset.json,0,[],11,,"[""ACHINE LEARNING"", ""Alzheimers \\ndisease and"", ""Alzheimers disease and"", ""Asymptomatic Carotid Stenosis and Risk of Stroke (ACSRS) dataset"", ""Asymptomatic Carotid \\nStenosis and Risk of Stroke (ACSRS) dataset"", ""AudioMNIST"", ""DBN (Deep Belief Network"", ""GoogLeNet"", ""feature relevance scores"", ""schizophrenia dataset"", ""training images""]",,False,False,0.0,not_used,disabled_or_not_needed,[],,,0,not_dataset,no_heuristic_matched
1907.07374v5.pdf,target,https://pair-code.github.io/saliency/,https://pair-code.github.io/saliency,pair-code.github.io,,False,0,no_relevant_dataset_download_link_found_in_page,,[],[],"{""matched"": false, ""score"": 0, ""text_context"": {""matched"": false, ""score"": 0, ""signals"": [], ""matched_terms"": [], ""local_context_samples"": []}, ""json_context"": {""matched"": false, ""score"": 0, ""signals"": []}, ""ai_context"": {""used"": false, ""matched"": false, ""label"": """", ""score"": 0.0, ""reason"": ""disabled""}}",False,False,0,no_http_metadata_dataset_signal,text/html,,https://pair-code.github.io/saliency/,,has_content_length,False,0,dataset_json_does_not_confirm_current_url,pdfs\1907.07374v5.dataset.json,0,[],11,,"[""ACHINE LEARNING"", ""Alzheimers \\ndisease and"", ""Alzheimers disease and"", ""Asymptomatic Carotid Stenosis and Risk of Stroke (ACSRS) dataset"", ""Asymptomatic Carotid \\nStenosis and Risk of Stroke (ACSRS) dataset"", ""AudioMNIST"", ""DBN (Deep Belief Network"", ""GoogLeNet"", ""feature relevance scores"", ""schizophrenia dataset"", ""training images""]",,False,False,0.0,not_used,disabled_or_not_needed,[],,,0,not_dataset,no_heuristic_matched
1907.07374v5.pdf,target,https://cs.stanford.edu/people/karpathy/cnnembed,https://cs.stanford.edu/people/karpathy/cnnembed,cs.stanford.edu,,False,0,no_relevant_dataset_download_link_found_in_page,,[],[],"{""matched"": false, ""score"": 1, ""text_context"": {""matched"": false, ""score"": 1, ""signals"": [""page_has_dataset_terms""], ""matched_terms"": [""features""], ""local_context_samples"": []}, ""json_context"": {""matched"": false, ""score"": 0, ""signals"": []}, ""ai_context"": {""used"": false, ""matched"": false, ""label"": """", ""score"": 0.0, ""reason"": ""disabled""}}",False,False,0,no_http_metadata_dataset_signal,text/html,,https://cs.stanford.edu/people/karpathy/cnnembed/,,has_content_length,False,0,dataset_json_does_not_confirm_current_url,pdfs\1907.07374v5.dataset.json,0,[],11,,"[""ACHINE LEARNING"", ""Alzheimers \\ndisease and"", ""Alzheimers disease and"", ""Asymptomatic Carotid Stenosis and Risk of Stroke (ACSRS) dataset"", ""Asymptomatic Carotid \\nStenosis and Risk of Stroke (ACSRS) dataset"", ""AudioMNIST"", ""DBN (Deep Belief Network"", ""GoogLeNet"", ""feature relevance scores"", ""schizophrenia dataset"", ""training images""]",,False,False,0.0,not_used,disabled_or_not_needed,[],,,0,not_dataset,no_heuristic_matched
1907.07374v5.pdf,target,https://distill.pub/2019/activation-atlas,https://distill.pub/2019/activation-atlas,distill.pub,,False,0,no_relevant_dataset_download_link_found_in_page,,[],[],"{""matched"": true, ""score"": 4, ""text_context"": {""matched"": true, ""score"": 4, ""signals"": [""page_has_dataset_terms"", ""page_has_download_terms""], ""matched_terms"": [""available"", ""corpus"", ""database"", ""dataset"", ""datasets"", ""features"", ""labels"", ""samples"", ""training data""], ""local_context_samples"": []}, ""json_context"": {""matched"": false, ""score"": 0, ""signals"": []}, ""ai_context"": {""used"": false, ""matched"": false, ""label"": """", ""score"": 0.0, ""reason"": ""disabled""}}",False,False,0,no_http_metadata_dataset_signal,text/html,,https://distill.pub/2019/activation-atlas/,,has_content_length,False,0,dataset_json_does_not_confirm_current_url,pdfs\1907.07374v5.dataset.json,0,[],11,,"[""ACHINE LEARNING"", ""Alzheimers \\ndisease and"", ""Alzheimers disease and"", ""Asymptomatic Carotid Stenosis and Risk of Stroke (ACSRS) dataset"", ""Asymptomatic Carotid \\nStenosis and Risk of Stroke (ACSRS) dataset"", ""AudioMNIST"", ""DBN (Deep Belief Network"", ""GoogLeNet"", ""feature relevance scores"", ""schizophrenia dataset"", ""training images""]",,False,False,0.0,not_used,disabled_or_not_needed,[],,,0,not_dataset,no_heuristic_matched
1907.07374v5.pdf,body,https://distill.pub/2018/building-blocks/with,https://distill.pub/2018/building-blocks/with,distill.pub,,False,0,no_relevant_dataset_download_link_found_in_page,,[],[],"{""matched"": false, ""score"": 0, ""text_context"": {""matched"": false, ""score"": 0, ""signals"": [], ""matched_terms"": [], ""local_context_samples"": []}, ""json_context"": {""matched"": false, ""score"": 0, ""signals"": []}, ""ai_context"": {""used"": false, ""matched"": false, ""label"": """", ""score"": 0.0, ""reason"": ""disabled""}}",False,False,0,no_http_metadata_dataset_signal,text/html,,https://distill.pub/2018/building-blocks/with,,has_content_length,False,0,dataset_json_does_not_confirm_current_url,pdfs\1907.07374v5.dataset.json,0,[],11,,"[""ACHINE LEARNING"", ""Alzheimers \\ndisease and"", ""Alzheimers disease and"", ""Asymptomatic Carotid Stenosis and Risk of Stroke (ACSRS) dataset"", ""Asymptomatic Carotid \\nStenosis and Risk of Stroke (ACSRS) dataset"", ""AudioMNIST"", ""DBN (Deep Belief Network"", ""GoogLeNet"", ""feature relevance scores"", ""schizophrenia dataset"", ""training images""]",,False,False,0.0,not_used,disabled_or_not_needed,[],,,0,not_dataset,no_heuristic_matched
1908.04515v1.pdf,idno_doi,10.1364/optica.XX.XXXXXX,https://doi.org/10.1364/optica.XX.XXXXXX,doi.org,.xxxxxx,False,0,no_relevant_dataset_download_link_found_in_page,.xxxxxx,[],[],"{""matched"": false, ""score"": 0, ""text_context"": {""matched"": false, ""score"": 0, ""signals"": [], ""matched_terms"": [], ""local_context_samples"": []}, ""json_context"": {""matched"": false, ""score"": 0, ""signals"": []}, ""ai_context"": {""used"": false, ""matched"": false, ""label"": """", ""score"": 0.0, ""reason"": ""disabled""}}",False,False,0,no_http_metadata_dataset_signal,text/html,,https://doi.org/10.1364/optica.XX.XXXXXX,.xxxxxx,,False,0,dataset_json_does_not_confirm_current_url,pdfs\1908.04515v1.dataset.json,0,[],2,,"[""output state"", ""tomography""]",,False,False,0.0,not_used,disabled_or_not_needed,[],,,0,not_dataset,no_heuristic_matched
2004.03597v2.pdf,abstract,http://www.crowd-counting.com.Furthermore,http://crowd-counting.com,crowd-counting.com,,False,0,no_relevant_dataset_download_link_found_in_page,,[],[],"{""matched"": true, ""score"": 5, ""text_context"": {""matched"": true, ""score"": 5, ""signals"": [""page_has_dataset_terms"", ""page_has_download_terms""], ""matched_terms"": [""annotation"", ""annotations"", ""benchmark"", ""dataset"", ""datasets"", ""download"", ""download data"", ""download dataset"", ""labels""], ""local_context_samples"": []}, ""json_context"": {""matched"": false, ""score"": 0, ""signals"": []}, ""ai_context"": {""used"": false, ""matched"": false, ""label"": """", ""score"": 0.0, ""reason"": ""disabled""}}",False,False,0,no_http_metadata_dataset_signal,text/html,,http://www.crowd-counting.com/,,has_content_length,False,0,dataset_json_does_not_confirm_current_url,pdfs\2004.03597v2.dataset.json,0,[],10,,"[""JHU-CROWD++ train \\ndataset"", ""JHU-CROWD++ train dataset"", ""ShanghaiTech"", ""ShanghaiTech dataset"", ""ShanghaiTech dataset \\n"", ""VGG16 net-\\nwork"", ""WorldExpo"", ""annotated images"", ""images"", ""metrics""]",,False,False,0.0,not_used,disabled_or_not_needed,[],,,0,not_dataset,no_heuristic_matched
2101.00027v1.pdf,target,http://Skylion007.github.io/OpenWebTextCorpus,http://skylion007.github.io/OpenWebTextCorpus,skylion007.github.io,,False,0,no_relevant_dataset_download_link_found_in_page,,[],[],"{""matched"": false, ""score"": 3, ""text_context"": {""matched"": false, ""score"": 3, ""signals"": [""page_has_dataset_terms"", ""page_has_download_terms""], ""matched_terms"": [""corpus"", ""dataset"", ""download""], ""local_context_samples"": []}, ""json_context"": {""matched"": false, ""score"": 0, ""signals"": []}, ""ai_context"": {""used"": false, ""matched"": false, ""label"": """", ""score"": 0.0, ""reason"": ""disabled""}}",False,False,0,no_http_metadata_dataset_signal,text/html,,https://skylion007.github.io/OpenWebTextCorpus/,,has_content_length,True,4,dataset_json_confirms_current_url,pdfs\2101.00027v1.dataset.json,1,"[""https://www.tensorflow.org/datasets""]",111,OpenWeb- TextCorpus,"[""Bibliotik"", ""Bibliotik private tracker"", ""BigQuery \\ndataset"", ""BigQuery dataset"", ""Book- Corpus2"", ""Book-\\nCorpus2"", ""BookCorpus"", ""BookCorpus datasets"", ""BookCorpus2"", ""Books3"", ""Common Crawl"", ""Common Crawl-based dataset"", ""Common \\nCrawl"", ""DM Mathematics"", ""DM \\nMathematics"", ""Dedupli- cation"", ""Dedupli-\\ncation"", ""DeepMind Mathematics dataset"", ""DragNet"", ""English Wikipedia""]",dataset_name_from_json_appears_in_input_url,False,False,0.0,not_used,disabled_or_not_needed,[],,,4,dataset,heuristica_3
2101.00027v1.pdf,target,https://github.com/BIGBALLON/cifar-10-cnn,https://github.com/BIGBALLON/cifar-10-cnn,github.com,,False,0,no_relevant_dataset_download_link_found_in_page,,[],[],"{""matched"": true, ""score"": 5, ""text_context"": {""matched"": true, ""score"": 5, ""signals"": [""page_has_dataset_terms"", ""page_has_download_terms""], ""matched_terms"": [""available"", ""available at"", ""dataset"", ""datasets"", ""features"", ""samples""], ""local_context_samples"": []}, ""json_context"": {""matched"": false, ""score"": 0, ""signals"": []}, ""ai_context"": {""used"": false, ""matched"": false, ""label"": """", ""score"": 0.0, ""reason"": ""disabled""}}",False,False,0,no_http_metadata_dataset_signal,text/html,,https://github.com/BIGBALLON/cifar-10-cnn,,,False,0,dataset_json_does_not_confirm_current_url,pdfs\2101.00027v1.dataset.json,1,"[""https://www.tensorflow.org/datasets""]",111,,"[""Bibliotik"", ""Bibliotik private tracker"", ""BigQuery \\ndataset"", ""BigQuery dataset"", ""Book- Corpus2"", ""Book-\\nCorpus2"", ""BookCorpus"", ""BookCorpus datasets"", ""BookCorpus2"", ""Books3"", ""Common Crawl"", ""Common Crawl-based dataset"", ""Common \\nCrawl"", ""DM Mathematics"", ""DM \\nMathematics"", ""Dedupli- cation"", ""Dedupli-\\ncation"", ""DeepMind Mathematics dataset"", ""DragNet"", ""English Wikipedia""]",,False,False,0.0,not_used,disabled_or_not_needed,[],,,0,not_dataset,no_heuristic_matched
